,Precipitacion_mm,Temp_Max_C,Temp_Min_C,Temp_Media_C,Humedad_Relativa,Velocidad_Viento,Radiacion_Solar,Anio,Mes,ONI,VolumenUtilDiarioMasa,irca,POBLACION TOTAL,DENSIDAD POBLACIONAL,INDICE DE DESEMPENO INSTITUCIONAL,ACCESO A AGUA POTABLE ADECUADO,PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,COBERTURA DE ACUEDUCTO URBANO,COBERTURA DE ACUEDUCTO RURAL,COBERTURA DE ALCANTARILLADO URBANO,COBERTURA DE ALCANTARILLADO RURAL,CONTINUIDAD DE ACUEDUCTO URBANO,CALIDAD DEL AGUA,AGUAS RESIDUALES TRATADAS,Nivel_Minimo,CONDUCTIVIDAD ELECTRICA,DEMANDA BIOQUIMICA DE OXIGENO (DBO5),DEMANDA QUIMICA DE OXIGENO (DQO),FOSFORO TOTAL,NITROGENO TOTAL,OXIGENO DISUELTO (OD),SOLIDOS SUSPENDIDOS TOTALES,TEMPERATURA,TURBIDEZ,pH
VolumenUtilDiarioMasa,0.13636143581584856,-0.08431672051741639,0.03667409509603231,-0.02198695503487283,0.15806942566954807,0.058232588307249346,-0.10333447226642918,0.47673129462278785,0.04367131467411464,-0.1332610346841787,1.0,0.9534625892455924,,0.22792115291927584,,0.22792115291927584,0.22792115291927584,0.22792115291927584,0.22792115291927584,0.22792115291927584,0.22792115291927584,,,,,,,,,,,,,,
irca,0.11014159751060132,-0.07950600098085515,0.020842803105869265,-0.02448452289766701,0.1462457652489939,0.0620151726850936,-0.0747659461470835,0.499999999999992,-5.085139114395169e-18,-0.14852622872518934,0.9534625892455924,1.0,,0.2390457218668786,,0.2390457218668786,0.2390457218668786,0.2390457218668786,0.2390457218668786,0.2390457218668786,0.2390457218668786,,,,,,,,,,,,,,
POBLACION TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DENSIDAD POBLACIONAL,0.06527344244900998,-0.10994279429287605,-0.037117449937592376,-0.06649997879521374,0.1027990213387199,-0.034265120472465015,-0.053082683571661474,-0.5976143046672051,-1.5701251359257064e-17,0.1621212068381967,0.22792115291927584,0.2390457218668786,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,-0.3070864805356978,0.012417903475469307,-0.0671354092828894,-0.3333028854830344,0.2325600442419217,0.4406323819762324,-0.05523024194740583,-0.006797011851544715,-0.2635128105986094,0.25826663158179086
INDICE DE DESEMPENO INSTITUCIONAL,0.10122409360522729,-0.0181756077518956,0.10680196313697461,0.03272189098643361,0.19752763247983757,0.4829265677792562,-0.2085481362621982,,8.233470708115982e-18,1.0958664897847428e-16,,,,,1.0,,,,,,,,0.9120738620329274,0.7290766549206337,,0.6423207431509059,,0.7984031019722234,0.6749434914474639,0.6109960344993463,-0.9946976878214308,0.9326897814624298,0.9256959649302327,1.0,0.1652778465405537
ACCESO A AGUA POTABLE ADECUADO,0.06527344244900998,-0.10994279429287605,-0.037117449937592376,-0.06649997879521374,0.1027990213387199,-0.034265120472465015,-0.053082683571661474,-0.5976143046672051,-1.5701251359257064e-17,0.1621212068381967,0.22792115291927584,0.2390457218668786,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,-0.3070864805356978,0.012417903475469307,-0.0671354092828894,-0.3333028854830344,0.2325600442419217,0.4406323819762324,-0.05523024194740583,-0.006797011851544715,-0.2635128105986094,0.25826663158179086
PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,0.06527344244900998,-0.10994279429287605,-0.037117449937592376,-0.06649997879521374,0.1027990213387199,-0.034265120472465015,-0.053082683571661474,-0.5976143046672051,-1.5701251359257064e-17,0.1621212068381967,0.22792115291927584,0.2390457218668786,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,-0.3070864805356978,0.012417903475469307,-0.0671354092828894,-0.3333028854830344,0.2325600442419217,0.4406323819762324,-0.05523024194740583,-0.006797011851544715,-0.2635128105986094,0.25826663158179086
COBERTURA DE ACUEDUCTO URBANO,0.06527344244900998,-0.10994279429287605,-0.037117449937592376,-0.06649997879521374,0.1027990213387199,-0.034265120472465015,-0.053082683571661474,-0.5976143046672051,-1.5701251359257064e-17,0.1621212068381967,0.22792115291927584,0.2390457218668786,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,-0.3070864805356978,0.012417903475469307,-0.0671354092828894,-0.3333028854830344,0.2325600442419217,0.4406323819762324,-0.05523024194740583,-0.006797011851544715,-0.2635128105986094,0.25826663158179086
COBERTURA DE ACUEDUCTO RURAL,0.06527344244900998,-0.10994279429287605,-0.037117449937592376,-0.06649997879521374,0.1027990213387199,-0.034265120472465015,-0.053082683571661474,-0.5976143046672051,-1.5701251359257064e-17,0.1621212068381967,0.22792115291927584,0.2390457218668786,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,-0.3070864805356978,0.012417903475469307,-0.0671354092828894,-0.3333028854830344,0.2325600442419217,0.4406323819762324,-0.05523024194740583,-0.006797011851544715,-0.2635128105986094,0.25826663158179086
COBERTURA DE ALCANTARILLADO URBANO,0.06527344244900998,-0.10994279429287605,-0.037117449937592376,-0.06649997879521374,0.1027990213387199,-0.034265120472465015,-0.053082683571661474,-0.5976143046672051,-1.5701251359257064e-17,0.1621212068381967,0.22792115291927584,0.2390457218668786,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,-0.3070864805356978,0.012417903475469307,-0.0671354092828894,-0.3333028854830344,0.2325600442419217,0.4406323819762324,-0.05523024194740583,-0.006797011851544715,-0.2635128105986094,0.25826663158179086
