Variable_1,Variable_2,Pearson,Spearman,Abs_Pearson,Abs_Spearman,Clasificacion
DENSIDAD POBLACIONAL,pH,0.25826663158179086,0.0736986803191156,0.25826663158179086,0.0736986803191156,Muy débil
COBERTURA DE ACUEDUCTO URBANO,pH,0.25826663158179086,0.0736986803191156,0.25826663158179086,0.0736986803191156,Muy débil
ACCESO A AGUA POTABLE ADECUADO,pH,0.25826663158179086,0.0736986803191156,0.25826663158179086,0.0736986803191156,Muy débil
PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,pH,0.25826663158179086,0.0736986803191156,0.25826663158179086,0.0736986803191156,Muy débil
COBERTURA DE ALCANTARILLADO RURAL,pH,0.25826663158179086,0.0736986803191156,0.25826663158179086,0.0736986803191156,Muy débil
Temp_Min_C,Velocidad_Viento,-0.2478781586711235,-0.26426872943860763,0.2478781586711235,0.26426872943860763,Muy débil
Precipitacion_mm,SOLIDOS SUSPENDIDOS TOTALES,-0.24152727400009172,-0.16521384379609902,0.24152727400009172,0.16521384379609902,Muy débil
irca,PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,0.2390457218668786,0.23904572186687872,0.2390457218668786,0.23904572186687872,Muy débil
irca,COBERTURA DE ALCANTARILLADO RURAL,0.2390457218668786,0.23904572186687872,0.2390457218668786,0.23904572186687872,Muy débil
irca,COBERTURA DE ALCANTARILLADO URBANO,0.2390457218668786,0.23904572186687872,0.2390457218668786,0.23904572186687872,Muy débil
irca,ACCESO A AGUA POTABLE ADECUADO,0.2390457218668786,0.23904572186687872,0.2390457218668786,0.23904572186687872,Muy débil
irca,DENSIDAD POBLACIONAL,0.2390457218668786,0.23904572186687872,0.2390457218668786,0.23904572186687872,Muy débil
irca,COBERTURA DE ACUEDUCTO RURAL,0.2390457218668786,0.23904572186687872,0.2390457218668786,0.23904572186687872,Muy débil
irca,COBERTURA DE ACUEDUCTO URBANO,0.2390457218668786,0.23904572186687872,0.2390457218668786,0.23904572186687872,Muy débil
Temp_Media_C,pH,-0.23868304603061988,-0.018346861363075045,0.23868304603061988,0.018346861363075045,Muy débil
ONI,DEMANDA QUIMICA DE OXIGENO (DQO),-0.23783307832043124,-0.28936308068009986,0.23783307832043124,0.28936308068009986,Muy débil
DENSIDAD POBLACIONAL,NITROGENO TOTAL,0.2325600442419217,0.16279138551129593,0.2325600442419217,0.16279138551129593,Muy débil
ACCESO A AGUA POTABLE ADECUADO,NITROGENO TOTAL,0.2325600442419217,0.16279138551129593,0.2325600442419217,0.16279138551129593,Muy débil
PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,NITROGENO TOTAL,0.2325600442419217,0.16279138551129593,0.2325600442419217,0.16279138551129593,Muy débil
COBERTURA DE ACUEDUCTO URBANO,NITROGENO TOTAL,0.2325600442419217,0.16279138551129593,0.2325600442419217,0.16279138551129593,Muy débil
COBERTURA DE ALCANTARILLADO URBANO,NITROGENO TOTAL,0.2325600442419217,0.16279138551129593,0.2325600442419217,0.16279138551129593,Muy débil
COBERTURA DE ACUEDUCTO RURAL,NITROGENO TOTAL,0.2325600442419217,0.16279138551129593,0.2325600442419217,0.16279138551129593,Muy débil
COBERTURA DE ALCANTARILLADO RURAL,NITROGENO TOTAL,0.2325600442419217,0.16279138551129593,0.2325600442419217,0.16279138551129593,Muy débil
VolumenUtilDiarioMasa,COBERTURA DE ACUEDUCTO RURAL,0.22792115291927584,0.2279211529192759,0.22792115291927584,0.2279211529192759,Muy débil
VolumenUtilDiarioMasa,DENSIDAD POBLACIONAL,0.22792115291927584,0.2279211529192759,0.22792115291927584,0.2279211529192759,Muy débil
VolumenUtilDiarioMasa,COBERTURA DE ALCANTARILLADO URBANO,0.22792115291927584,0.2279211529192759,0.22792115291927584,0.2279211529192759,Muy débil
VolumenUtilDiarioMasa,COBERTURA DE ALCANTARILLADO RURAL,0.22792115291927584,0.2279211529192759,0.22792115291927584,0.2279211529192759,Muy débil
VolumenUtilDiarioMasa,COBERTURA DE ACUEDUCTO URBANO,0.22792115291927584,0.2279211529192759,0.22792115291927584,0.2279211529192759,Muy débil
VolumenUtilDiarioMasa,PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,0.22792115291927584,0.2279211529192759,0.22792115291927584,0.2279211529192759,Muy débil
VolumenUtilDiarioMasa,ACCESO A AGUA POTABLE ADECUADO,0.22792115291927584,0.2279211529192759,0.22792115291927584,0.2279211529192759,Muy débil
Velocidad_Viento,Nivel_Minimo,0.22582883377389704,0.2736839279427646,0.22582883377389704,0.2736839279427646,Muy débil
Radiacion_Solar,CALIDAD DEL AGUA,-0.22530700043504343,-0.19958086938672406,0.22530700043504343,0.19958086938672406,Muy débil
NITROGENO TOTAL,TURBIDEZ,-0.2241094703960092,-0.2802197802197802,0.2241094703960092,0.2802197802197802,Muy débil
CALIDAD DEL AGUA,DEMANDA QUIMICA DE OXIGENO (DQO),0.22205279313718043,0.39665625210776945,0.22205279313718043,0.39665625210776945,Muy débil
Temp_Media_C,Nivel_Minimo,0.221975535599313,0.5123188175142963,0.221975535599313,0.5123188175142963,Muy débil
Radiacion_Solar,pH,-0.2158522178000301,-0.09213812356402239,0.2158522178000301,0.09213812356402239,Muy débil
Humedad_Relativa,SOLIDOS SUSPENDIDOS TOTALES,-0.2147396005083426,-0.28845877058469827,0.2147396005083426,0.28845877058469827,Muy débil
Radiacion_Solar,OXIGENO DISUELTO (OD),-0.20954481954003765,-0.27266178483522135,0.20954481954003765,0.27266178483522135,Muy débil
Radiacion_Solar,INDICE DE DESEMPENO INSTITUCIONAL,-0.2085481362621982,-0.18630338983326702,0.2085481362621982,0.18630338983326702,Muy débil
AGUAS RESIDUALES TRATADAS,NITROGENO TOTAL,0.2084213568812839,0.15811388300841897,0.2084213568812839,0.15811388300841897,Muy débil
DEMANDA BIOQUIMICA DE OXIGENO (DBO5),OXIGENO DISUELTO (OD),0.20536503638940729,0.16309788609014617,0.20536503638940729,0.16309788609014617,Muy débil
Anio,NITROGENO TOTAL,-0.20392155715263427,-0.21083872751845711,0.20392155715263427,0.21083872751845711,Muy débil
CONDUCTIVIDAD ELECTRICA,TURBIDEZ,-0.20384745837203375,-0.16842427808073987,0.20384745837203375,0.16842427808073987,Muy débil
Anio,DEMANDA QUIMICA DE OXIGENO (DQO),0.20365469074483278,0.24925372077396837,0.20365469074483278,0.24925372077396837,Muy débil
Humedad_Relativa,pH,-0.2031628183847655,-0.3828162538070485,0.2031628183847655,0.3828162538070485,Muy débil
Velocidad_Viento,Radiacion_Solar,-0.20212897641485128,-0.16048319407876124,0.20212897641485128,0.16048319407876124,Muy débil
ONI,NITROGENO TOTAL,-0.20160640215049233,-0.3002001735712182,0.20160640215049233,0.3002001735712182,Muy débil
NITROGENO TOTAL,SOLIDOS SUSPENDIDOS TOTALES,0.20033778165973712,0.26666671728429825,0.20033778165973712,0.26666671728429825,Muy débil
Humedad_Relativa,INDICE DE DESEMPENO INSTITUCIONAL,0.19752763247983757,-0.016140933796172343,0.19752763247983757,0.016140933796172343,Muy débil
Precipitacion_mm,AGUAS RESIDUALES TRATADAS,0.1953477853963362,0.2518273815507985,0.1953477853963362,0.2518273815507985,Muy débil
Mes,NITROGENO TOTAL,0.1953094363860313,0.22137976027297948,0.1953094363860313,0.22137976027297948,Muy débil
Temp_Min_C,Radiacion_Solar,0.1910191235158148,0.21275385591057225,0.1910191235158148,0.21275385591057225,Muy débil
Velocidad_Viento,TEMPERATURA,-0.18649792690309433,-0.1968011602864174,0.18649792690309433,0.1968011602864174,Muy débil
Mes,DEMANDA BIOQUIMICA DE OXIGENO (DBO5),-0.18186110806292308,-0.3118248045944081,0.18186110806292308,0.3118248045944081,Muy débil
Humedad_Relativa,Mes,0.1758569459675225,0.1895590518709039,0.1758569459675225,0.1895590518709039,Muy débil
FOSFORO TOTAL,pH,0.17413651396339963,0.28247722584408985,0.17413651396339963,0.28247722584408985,Muy débil
Velocidad_Viento,ONI,0.16704216970756178,0.16410580740272984,0.16704216970756178,0.16410580740272984,Muy débil
INDICE DE DESEMPENO INSTITUCIONAL,pH,0.1652778465405537,0.5,0.1652778465405537,0.5,Muy débil
Temp_Media_C,Velocidad_Viento,-0.1621828353382299,-0.11719869673614003,0.1621828353382299,0.11719869673614003,Muy débil
ONI,COBERTURA DE ACUEDUCTO URBANO,0.1621212068381967,0.21823183873681581,0.1621212068381967,0.21823183873681581,Muy débil
ONI,COBERTURA DE ACUEDUCTO RURAL,0.1621212068381967,0.21823183873681581,0.1621212068381967,0.21823183873681581,Muy débil
ONI,COBERTURA DE ALCANTARILLADO URBANO,0.1621212068381967,0.21823183873681581,0.1621212068381967,0.21823183873681581,Muy débil
ONI,DENSIDAD POBLACIONAL,0.1621212068381967,0.21823183873681581,0.1621212068381967,0.21823183873681581,Muy débil
ONI,ACCESO A AGUA POTABLE ADECUADO,0.1621212068381967,0.21823183873681581,0.1621212068381967,0.21823183873681581,Muy débil
ONI,COBERTURA DE ALCANTARILLADO RURAL,0.1621212068381967,0.21823183873681581,0.1621212068381967,0.21823183873681581,Muy débil
ONI,PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,0.1621212068381967,0.21823183873681581,0.1621212068381967,0.21823183873681581,Muy débil
Precipitacion_mm,OXIGENO DISUELTO (OD),0.16113045368517584,0.1601594398205319,0.16113045368517584,0.1601594398205319,Muy débil
Humedad_Relativa,VolumenUtilDiarioMasa,0.15806942566954807,0.18432885906344543,0.15806942566954807,0.18432885906344543,Muy débil
Anio,Nivel_Minimo,0.1542058308876453,0.502668768982242,0.1542058308876453,0.502668768982242,Muy débil
CALIDAD DEL AGUA,SOLIDOS SUSPENDIDOS TOTALES,0.15125859992725216,0.09283444198266944,0.15125859992725216,0.09283444198266944,Muy débil
DEMANDA BIOQUIMICA DE OXIGENO (DBO5),SOLIDOS SUSPENDIDOS TOTALES,-0.1510528106086678,-0.2174811062463569,0.1510528106086678,0.2174811062463569,Muy débil
ONI,irca,-0.14852622872518934,-0.12483616290097144,0.14852622872518934,0.12483616290097144,Muy débil
Radiacion_Solar,TURBIDEZ,0.14774168966717713,0.16934128866920123,0.14774168966717713,0.16934128866920123,Muy débil
Humedad_Relativa,irca,0.1462457652489939,0.16710102336277383,0.1462457652489939,0.16710102336277383,Muy débil
AGUAS RESIDUALES TRATADAS,DEMANDA QUIMICA DE OXIGENO (DQO),0.1460165044151489,0.21081851067789195,0.1460165044151489,0.21081851067789195,Muy débil
Humedad_Relativa,Velocidad_Viento,-0.14499949591095768,-0.14423687850739275,0.14499949591095768,0.14423687850739275,Muy débil
Precipitacion_mm,pH,-0.14235641126881443,-0.3810301384168211,0.14235641126881443,0.3810301384168211,Muy débil
Mes,FOSFORO TOTAL,0.14155659822829125,0.1345407351317453,0.14155659822829125,0.1345407351317453,Muy débil
Mes,CONDUCTIVIDAD ELECTRICA,0.14154843495538616,0.13755340490766205,0.14154843495538616,0.13755340490766205,Muy débil
Radiacion_Solar,CONDUCTIVIDAD ELECTRICA,0.1396577521771733,0.22425508422032228,0.1396577521771733,0.22425508422032228,Muy débil
Nivel_Minimo,FOSFORO TOTAL,0.13732562383426664,-0.16783216783216784,0.13732562383426664,0.16783216783216784,Muy débil
Precipitacion_mm,VolumenUtilDiarioMasa,0.13636143581584856,0.09450227822415139,0.13636143581584856,0.09450227822415139,Muy débil
Temp_Max_C,Mes,-0.13582942924057997,-0.12868017516463698,0.13582942924057997,0.12868017516463698,Muy débil
ONI,VolumenUtilDiarioMasa,-0.1332610346841787,-0.10574814505156534,0.1332610346841787,0.10574814505156534,Muy débil
Temp_Min_C,Nivel_Minimo,0.12328973861871034,0.65295744613665,0.12328973861871034,0.65295744613665,Muy débil
Temp_Min_C,DEMANDA QUIMICA DE OXIGENO (DQO),0.12254006007232042,0.03950088097922837,0.12254006007232042,0.03950088097922837,Muy débil
Anio,SOLIDOS SUSPENDIDOS TOTALES,0.1175076190483013,0.1886004847489863,0.1175076190483013,0.1886004847489863,Muy débil
Humedad_Relativa,DEMANDA BIOQUIMICA DE OXIGENO (DBO5),-0.11449620709207939,-0.03871861581551789,0.11449620709207939,0.03871861581551789,Muy débil
Precipitacion_mm,irca,0.11014159751060132,0.06844400528290401,0.11014159751060132,0.06844400528290401,Muy débil
Temp_Max_C,COBERTURA DE ACUEDUCTO RURAL,-0.10994279429287605,-0.11019443483867034,0.10994279429287605,0.11019443483867034,Muy débil
Temp_Max_C,DENSIDAD POBLACIONAL,-0.10994279429287605,-0.11019443483867034,0.10994279429287605,0.11019443483867034,Muy débil
Temp_Max_C,COBERTURA DE ALCANTARILLADO URBANO,-0.10994279429287605,-0.11019443483867034,0.10994279429287605,0.11019443483867034,Muy débil
Temp_Max_C,COBERTURA DE ACUEDUCTO URBANO,-0.10994279429287605,-0.11019443483867034,0.10994279429287605,0.11019443483867034,Muy débil
Temp_Max_C,COBERTURA DE ALCANTARILLADO RURAL,-0.10994279429287605,-0.11019443483867034,0.10994279429287605,0.11019443483867034,Muy débil
Temp_Max_C,ACCESO A AGUA POTABLE ADECUADO,-0.10994279429287605,-0.11019443483867034,0.10994279429287605,0.11019443483867034,Muy débil
Temp_Max_C,PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,-0.10994279429287605,-0.11019443483867034,0.10994279429287605,0.11019443483867034,Muy débil
Temp_Max_C,pH,-0.10883080969910734,0.06202872107437545,0.10883080969910734,0.06202872107437545,Muy débil
Precipitacion_mm,DEMANDA QUIMICA DE OXIGENO (DQO),-0.10846766064048577,-0.14482917378139232,0.10846766064048577,0.14482917378139232,Muy débil
Temp_Min_C,INDICE DE DESEMPENO INSTITUCIONAL,0.10680196313697461,0.2353950062184357,0.10680196313697461,0.2353950062184357,Muy débil
Precipitacion_mm,Temp_Min_C,0.10549513441168241,0.08783863957894608,0.10549513441168241,0.08783863957894608,Muy débil
Radiacion_Solar,VolumenUtilDiarioMasa,-0.10333447226642918,-0.11392466771202275,0.10333447226642918,0.11392466771202275,Muy débil
Humedad_Relativa,COBERTURA DE ALCANTARILLADO URBANO,0.1027990213387199,0.11610954958047447,0.1027990213387199,0.11610954958047447,Muy débil
Humedad_Relativa,DENSIDAD POBLACIONAL,0.1027990213387199,0.11610954958047447,0.1027990213387199,0.11610954958047447,Muy débil
Humedad_Relativa,COBERTURA DE ALCANTARILLADO RURAL,0.1027990213387199,0.11610954958047447,0.1027990213387199,0.11610954958047447,Muy débil
Humedad_Relativa,PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,0.1027990213387199,0.11610954958047447,0.1027990213387199,0.11610954958047447,Muy débil
Humedad_Relativa,COBERTURA DE ACUEDUCTO URBANO,0.1027990213387199,0.11610954958047447,0.1027990213387199,0.11610954958047447,Muy débil
Humedad_Relativa,ACCESO A AGUA POTABLE ADECUADO,0.1027990213387199,0.11610954958047447,0.1027990213387199,0.11610954958047447,Muy débil
Humedad_Relativa,COBERTURA DE ACUEDUCTO RURAL,0.1027990213387199,0.11610954958047447,0.1027990213387199,0.11610954958047447,Muy débil
Precipitacion_mm,Velocidad_Viento,-0.10258977305177495,-0.15402625979104215,0.10258977305177495,0.15402625979104215,Muy débil
ONI,TEMPERATURA,-0.1016810236171298,-0.17884402668164678,0.1016810236171298,0.17884402668164678,Muy débil
Precipitacion_mm,Temp_Media_C,-0.10130671956959698,-0.14220406143527553,0.10130671956959698,0.14220406143527553,Muy débil
Precipitacion_mm,INDICE DE DESEMPENO INSTITUCIONAL,0.10122409360522729,0.03900831531619792,0.10122409360522729,0.03900831531619792,Muy débil
Temp_Max_C,Velocidad_Viento,-0.09954136955647813,-0.07837230195870237,0.09954136955647813,0.07837230195870237,Muy débil
Radiacion_Solar,SOLIDOS SUSPENDIDOS TOTALES,0.09522497073246504,0.3397051089486465,0.09522497073246504,0.3397051089486465,Muy débil
DEMANDA BIOQUIMICA DE OXIGENO (DBO5),FOSFORO TOTAL,0.09314795468007303,0.06250001860545146,0.09314795468007303,0.06250001860545146,Muy débil
Precipitacion_mm,TEMPERATURA,-0.09301184577929325,-0.14144373730111756,0.09301184577929325,0.14144373730111756,Muy débil
Radiacion_Solar,Nivel_Minimo,0.0912123194292248,-0.2812638121261479,0.0912123194292248,0.2812638121261479,Muy débil
Velocidad_Viento,Mes,-0.09066611260102497,-0.14216935543291884,0.09066611260102497,0.14216935543291884,Muy débil
OXIGENO DISUELTO (OD),pH,0.08999577838185986,-0.05247232296606844,0.08999577838185986,0.05247232296606844,Muy débil
Radiacion_Solar,DEMANDA QUIMICA DE OXIGENO (DQO),-0.08850673278978746,0.0036744068129696654,0.08850673278978746,0.0036744068129696654,Muy débil
Radiacion_Solar,ONI,0.08737009277710962,-0.00893514196721569,0.08737009277710962,0.00893514196721569,Muy débil
AGUAS RESIDUALES TRATADAS,SOLIDOS SUSPENDIDOS TOTALES,-0.08690556751438384,0.15811388300841897,0.08690556751438384,0.15811388300841897,Muy débil
Nivel_Minimo,DEMANDA QUIMICA DE OXIGENO (DQO),-0.08620458651619557,-0.4203158810030077,0.08620458651619557,0.4203158810030077,Muy débil
Velocidad_Viento,AGUAS RESIDUALES TRATADAS,0.08606843164547551,0.18884605098204563,0.08606843164547551,0.18884605098204563,Muy débil
Temp_Max_C,VolumenUtilDiarioMasa,-0.08431672051741639,-0.08276826150638558,0.08431672051741639,0.08276826150638558,Muy débil
Mes,ONI,-0.08315597549364631,-0.14946189570038834,0.08315597549364631,0.14946189570038834,Muy débil
Velocidad_Viento,OXIGENO DISUELTO (OD),0.08313582334585631,-0.029101262391064926,0.08313582334585631,0.029101262391064926,Muy débil
ONI,TURBIDEZ,-0.08287207166646829,-0.14816553843036273,0.08287207166646829,0.14816553843036273,Muy débil
Velocidad_Viento,pH,-0.08123228339736832,0.011761040542366409,0.08123228339736832,0.011761040542366409,Muy débil
Precipitacion_mm,Nivel_Minimo,-0.07992761053151042,0.4377696875109977,0.07992761053151042,0.4377696875109977,Muy débil
Temp_Max_C,irca,-0.07950600098085515,-0.07702390378756885,0.07950600098085515,0.07702390378756885,Muy débil
Velocidad_Viento,DEMANDA QUIMICA DE OXIGENO (DQO),-0.0785946131058827,0.11289424345339058,0.0785946131058827,0.11289424345339058,Muy débil
Mes,pH,-0.0765574434795979,0.02515578102965702,0.0765574434795979,0.02515578102965702,Muy débil
Temp_Max_C,ONI,0.07572001857998817,0.02191633582910032,0.07572001857998817,0.02191633582910032,Muy débil
TEMPERATURA,pH,0.07568833677591913,0.0791603623833468,0.07568833677591913,0.0791603623833468,Muy débil
Radiacion_Solar,irca,-0.0747659461470835,-0.08067647901768621,0.0747659461470835,0.08067647901768621,Muy débil
Temp_Media_C,ONI,0.07270732474520589,0.05722921123487956,0.07270732474520589,0.05722921123487956,Muy débil
Mes,TEMPERATURA,0.07253580386781933,0.10636892078176771,0.07253580386781933,0.10636892078176771,Muy débil
Precipitacion_mm,CALIDAD DEL AGUA,0.07240075620425043,0.143960588065884,0.07240075620425043,0.143960588065884,Muy débil
Precipitacion_mm,Mes,0.07127110478576469,0.11666656150343922,0.07127110478576469,0.11666656150343922,Muy débil
Mes,OXIGENO DISUELTO (OD),-0.07024600869475402,-0.06527272087833173,0.07024600869475402,0.06527272087833173,Muy débil
Humedad_Relativa,ONI,-0.06900551928004676,0.021612369286138616,0.06900551928004676,0.021612369286138616,Muy débil
Precipitacion_mm,Anio,0.06866410609952918,0.039822359648625925,0.06866410609952918,0.039822359648625925,Muy débil
AGUAS RESIDUALES TRATADAS,pH,-0.06849026520699615,-0.21081851067789195,0.06849026520699615,0.21081851067789195,Muy débil
COBERTURA DE ALCANTARILLADO RURAL,DEMANDA QUIMICA DE OXIGENO (DQO),-0.0671354092828894,-0.16051925176212506,0.0671354092828894,0.16051925176212506,Muy débil
COBERTURA DE ACUEDUCTO URBANO,DEMANDA QUIMICA DE OXIGENO (DQO),-0.0671354092828894,-0.16051925176212506,0.0671354092828894,0.16051925176212506,Muy débil
PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,DEMANDA QUIMICA DE OXIGENO (DQO),-0.0671354092828894,-0.16051925176212506,0.0671354092828894,0.16051925176212506,Muy débil
ACCESO A AGUA POTABLE ADECUADO,DEMANDA QUIMICA DE OXIGENO (DQO),-0.0671354092828894,-0.16051925176212506,0.0671354092828894,0.16051925176212506,Muy débil
COBERTURA DE ACUEDUCTO RURAL,DEMANDA QUIMICA DE OXIGENO (DQO),-0.0671354092828894,-0.16051925176212506,0.0671354092828894,0.16051925176212506,Muy débil
COBERTURA DE ALCANTARILLADO URBANO,DEMANDA QUIMICA DE OXIGENO (DQO),-0.0671354092828894,-0.16051925176212506,0.0671354092828894,0.16051925176212506,Muy débil
DENSIDAD POBLACIONAL,DEMANDA QUIMICA DE OXIGENO (DQO),-0.0671354092828894,-0.16051925176212506,0.0671354092828894,0.16051925176212506,Muy débil
Temp_Media_C,COBERTURA DE ACUEDUCTO RURAL,-0.06649997879521374,-0.08724386798967174,0.06649997879521374,0.08724386798967174,Muy débil
Temp_Media_C,COBERTURA DE ALCANTARILLADO URBANO,-0.06649997879521374,-0.08724386798967174,0.06649997879521374,0.08724386798967174,Muy débil
Temp_Media_C,PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,-0.06649997879521374,-0.08724386798967174,0.06649997879521374,0.08724386798967174,Muy débil
Temp_Media_C,COBERTURA DE ACUEDUCTO URBANO,-0.06649997879521374,-0.08724386798967174,0.06649997879521374,0.08724386798967174,Muy débil
Temp_Media_C,COBERTURA DE ALCANTARILLADO RURAL,-0.06649997879521374,-0.08724386798967174,0.06649997879521374,0.08724386798967174,Muy débil
Temp_Media_C,ACCESO A AGUA POTABLE ADECUADO,-0.06649997879521374,-0.08724386798967174,0.06649997879521374,0.08724386798967174,Muy débil
Temp_Media_C,DENSIDAD POBLACIONAL,-0.06649997879521374,-0.08724386798967174,0.06649997879521374,0.08724386798967174,Muy débil
Precipitacion_mm,COBERTURA DE ALCANTARILLADO RURAL,0.06527344244900998,0.06440917038609663,0.06527344244900998,0.06440917038609663,Muy débil
Precipitacion_mm,COBERTURA DE ACUEDUCTO URBANO,0.06527344244900998,0.06440917038609663,0.06527344244900998,0.06440917038609663,Muy débil
Precipitacion_mm,COBERTURA DE ACUEDUCTO RURAL,0.06527344244900998,0.06440917038609663,0.06527344244900998,0.06440917038609663,Muy débil
Precipitacion_mm,DENSIDAD POBLACIONAL,0.06527344244900998,0.06440917038609663,0.06527344244900998,0.06440917038609663,Muy débil
Precipitacion_mm,ACCESO A AGUA POTABLE ADECUADO,0.06527344244900998,0.06440917038609663,0.06527344244900998,0.06440917038609663,Muy débil
Precipitacion_mm,PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,0.06527344244900998,0.06440917038609663,0.06527344244900998,0.06440917038609663,Muy débil
Precipitacion_mm,COBERTURA DE ALCANTARILLADO URBANO,0.06527344244900998,0.06440917038609663,0.06527344244900998,0.06440917038609663,Muy débil
Anio,TEMPERATURA,-0.06342495560000574,-0.06250577571508897,0.06342495560000574,0.06250577571508897,Muy débil
Humedad_Relativa,Anio,0.06234290888318597,0.05199362134073798,0.06234290888318597,0.05199362134073798,Muy débil
Velocidad_Viento,irca,0.0620151726850936,0.056068368653167555,0.0620151726850936,0.056068368653167555,Muy débil
DEMANDA BIOQUIMICA DE OXIGENO (DBO5),TURBIDEZ,-0.059890838132137365,-0.2506002995815371,0.059890838132137365,0.2506002995815371,Muy débil
Velocidad_Viento,VolumenUtilDiarioMasa,0.058232588307249346,0.0460886543068027,0.058232588307249346,0.0460886543068027,Muy débil
Radiacion_Solar,FOSFORO TOTAL,0.05761111201494773,0.19758630528454293,0.05761111201494773,0.19758630528454293,Muy débil
Radiacion_Solar,AGUAS RESIDUALES TRATADAS,0.05661143453254646,-0.09078105095880923,0.05661143453254646,0.09078105095880923,Muy débil
Temp_Media_C,Mes,-0.05541095632528439,-0.06808013258097595,0.05541095632528439,0.06808013258097595,Muy débil
COBERTURA DE ALCANTARILLADO RURAL,SOLIDOS SUSPENDIDOS TOTALES,-0.05523024194740583,-0.16131052006886915,0.05523024194740583,0.16131052006886915,Muy débil
COBERTURA DE ACUEDUCTO URBANO,SOLIDOS SUSPENDIDOS TOTALES,-0.05523024194740583,-0.16131052006886915,0.05523024194740583,0.16131052006886915,Muy débil
DENSIDAD POBLACIONAL,SOLIDOS SUSPENDIDOS TOTALES,-0.05523024194740583,-0.16131052006886915,0.05523024194740583,0.16131052006886915,Muy débil
ACCESO A AGUA POTABLE ADECUADO,SOLIDOS SUSPENDIDOS TOTALES,-0.05523024194740583,-0.16131052006886915,0.05523024194740583,0.16131052006886915,Muy débil
COBERTURA DE ACUEDUCTO RURAL,SOLIDOS SUSPENDIDOS TOTALES,-0.05523024194740583,-0.16131052006886915,0.05523024194740583,0.16131052006886915,Muy débil
PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,SOLIDOS SUSPENDIDOS TOTALES,-0.05523024194740583,-0.16131052006886915,0.05523024194740583,0.16131052006886915,Muy débil
COBERTURA DE ALCANTARILLADO URBANO,SOLIDOS SUSPENDIDOS TOTALES,-0.05523024194740583,-0.16131052006886915,0.05523024194740583,0.16131052006886915,Muy débil
Mes,Nivel_Minimo,0.05494726666056572,0.0946805379389849,0.05494726666056572,0.0946805379389849,Muy débil
Radiacion_Solar,COBERTURA DE ACUEDUCTO URBANO,-0.053082683571661474,-0.05629849683222946,0.053082683571661474,0.05629849683222946,Muy débil
Radiacion_Solar,PORCENTAJE DE LA POBLACION CON ACCESO A METODOS DE SANEAMIENTO ADECUADOS,-0.053082683571661474,-0.05629849683222946,0.053082683571661474,0.05629849683222946,Muy débil
Radiacion_Solar,ACCESO A AGUA POTABLE ADECUADO,-0.053082683571661474,-0.05629849683222946,0.053082683571661474,0.05629849683222946,Muy débil
Radiacion_Solar,COBERTURA DE ALCANTARILLADO URBANO,-0.053082683571661474,-0.05629849683222946,0.053082683571661474,0.05629849683222946,Muy débil
Radiacion_Solar,COBERTURA DE ACUEDUCTO RURAL,-0.053082683571661474,-0.05629849683222946,0.053082683571661474,0.05629849683222946,Muy débil
Radiacion_Solar,COBERTURA DE ALCANTARILLADO RURAL,-0.053082683571661474,-0.05629849683222946,0.053082683571661474,0.05629849683222946,Muy débil
Radiacion_Solar,DENSIDAD POBLACIONAL,-0.053082683571661474,-0.05629849683222946,0.053082683571661474,0.05629849683222946,Muy débil
ONI,Nivel_Minimo,-0.051612504527523854,-0.12337305775189406,0.051612504527523854,0.12337305775189406,Muy débil
Mes,VolumenUtilDiarioMasa,0.04367131467411464,0.04367131467411467,0.04367131467411464,0.04367131467411467,Muy débil
Anio,CALIDAD DEL AGUA,-0.043069359429804555,-0.10910894511799618,0.043069359429804555,0.10910894511799618,Muy débil
Velocidad_Viento,FOSFORO TOTAL,-0.042809007208699366,0.02036906913300029,0.042809007208699366,0.02036906913300029,Muy débil
Temp_Media_C,Anio,0.04278779387334351,0.05857551777755171,0.04278779387334351,0.05857551777755171,Muy débil
Humedad_Relativa,CALIDAD DEL AGUA,0.04102560935223377,0.10015719545780305,0.04102560935223377,0.10015719545780305,Muy débil
Temp_Min_C,Anio,0.03956378221170877,0.03785573603984627,0.03956378221170877,0.03785573603984627,Muy débil
Precipitacion_mm,ONI,-0.03855133467318509,0.05049170319524004,0.03855133467318509,0.05049170319524004,Muy débil
